case_order	dataset	variant	case_name	ef_search	queue_size	warmup_size	k_neighbors	yaml_path	stats_path	base_yaml	note
149	t2i1m	normalized	t2i1m_normalized_k10_ef30_q87	30	87	86	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q87.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q87_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
150	t2i1m	normalized	t2i1m_normalized_k10_ef30_q88	30	88	87	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q88.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q88_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
151	t2i1m	normalized	t2i1m_normalized_k10_ef30_q89	30	89	88	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q89.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q89_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
152	t2i1m	normalized	t2i1m_normalized_k10_ef30_q90	30	90	89	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q90.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q90_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
153	t2i1m	normalized	t2i1m_normalized_k10_ef30_q91	30	91	90	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q91.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q91_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
154	t2i1m	normalized	t2i1m_normalized_k10_ef30_q92	30	92	91	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q92.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q92_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
155	t2i1m	normalized	t2i1m_normalized_k10_ef30_q93	30	93	92	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q93.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q93_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
156	t2i1m	normalized	t2i1m_normalized_k10_ef30_q94	30	94	93	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q94.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q94_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
157	t2i1m	normalized	t2i1m_normalized_k10_ef30_q95	30	95	94	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q95.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q95_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
158	t2i1m	normalized	t2i1m_normalized_k10_ef30_q96	30	96	95	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q96.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q96_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
159	t2i1m	normalized	t2i1m_normalized_k10_ef30_q97	30	97	96	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q97.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q97_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
160	t2i1m	normalized	t2i1m_normalized_k10_ef30_q98	30	98	97	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q98.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q98_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
161	t2i1m	normalized	t2i1m_normalized_k10_ef30_q99	30	99	98	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q99.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q99_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
162	t2i1m	normalized	t2i1m_normalized_k10_ef30_q100	30	100	99	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef30_q100.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef30_q100_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
163	t2i1m	normalized	t2i1m_normalized_k10_ef40_q20	40	20	19	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q20.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q20_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
164	t2i1m	normalized	t2i1m_normalized_k10_ef40_q21	40	21	20	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q21.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q21_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
165	t2i1m	normalized	t2i1m_normalized_k10_ef40_q22	40	22	21	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q22.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q22_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
166	t2i1m	normalized	t2i1m_normalized_k10_ef40_q23	40	23	22	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q23.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q23_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
167	t2i1m	normalized	t2i1m_normalized_k10_ef40_q24	40	24	23	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q24.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q24_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
168	t2i1m	normalized	t2i1m_normalized_k10_ef40_q25	40	25	24	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q25.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q25_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
169	t2i1m	normalized	t2i1m_normalized_k10_ef40_q26	40	26	25	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q26.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q26_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
170	t2i1m	normalized	t2i1m_normalized_k10_ef40_q27	40	27	26	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q27.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q27_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
171	t2i1m	normalized	t2i1m_normalized_k10_ef40_q28	40	28	27	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q28.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q28_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
172	t2i1m	normalized	t2i1m_normalized_k10_ef40_q29	40	29	28	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q29.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q29_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
173	t2i1m	normalized	t2i1m_normalized_k10_ef40_q30	40	30	29	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q30.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q30_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
174	t2i1m	normalized	t2i1m_normalized_k10_ef40_q31	40	31	30	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q31.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q31_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
175	t2i1m	normalized	t2i1m_normalized_k10_ef40_q32	40	32	31	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q32.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q32_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
176	t2i1m	normalized	t2i1m_normalized_k10_ef40_q33	40	33	32	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q33.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q33_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
177	t2i1m	normalized	t2i1m_normalized_k10_ef40_q34	40	34	33	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q34.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q34_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
178	t2i1m	normalized	t2i1m_normalized_k10_ef40_q35	40	35	34	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q35.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q35_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
179	t2i1m	normalized	t2i1m_normalized_k10_ef40_q36	40	36	35	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q36.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q36_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
180	t2i1m	normalized	t2i1m_normalized_k10_ef40_q37	40	37	36	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q37.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q37_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
181	t2i1m	normalized	t2i1m_normalized_k10_ef40_q38	40	38	37	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q38.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q38_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
182	t2i1m	normalized	t2i1m_normalized_k10_ef40_q39	40	39	38	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q39.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q39_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
183	t2i1m	normalized	t2i1m_normalized_k10_ef40_q40	40	40	39	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q40.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q40_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
184	t2i1m	normalized	t2i1m_normalized_k10_ef40_q41	40	41	40	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q41.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q41_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
185	t2i1m	normalized	t2i1m_normalized_k10_ef40_q42	40	42	41	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q42.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q42_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
